[Source Language],[Source Text],[Target Language],[Target Text],[Context Categorization Hashtags]
"English","vice","Finnish","ruuvipenkki (riippuu kontekstista)/pahe","#noun #medieval"
"English","vicissitude","Finnish","vaihtelu","#noun #medieval"
"English","vigilant","Finnish","valpas","#adjective #medieval"
"English","vilify","Finnish","puhua pahaa","#verb #medieval"
"English","villein","Finnish","villeiini (feodaalinen maaorja)","#noun #medieval"
"English","vindicate","Finnish","oikeuttaa","#verb #medieval"
"English","vineyard","Finnish","viinitarha","#noun #medieval"
"English","virago","Finnish","raivoisa nainen","#noun #medieval"
"English","visage","Finnish","kasvot","#noun #medieval"
"English","vitriol","Finnish","syövyttävä aine","#noun #medieval"
"English","vituperate","Finnish","moittia/herjata","#verb #medieval"
"English","vouch","Finnish","vakuuttaa/todistella","#verb #medieval"
"English","vouchsafe","Finnish","armollisesti myöntää","#verb #medieval"
"English","waft","Finnish","kuljettaa ilmassa","#verb #medieval"
"English","waif","Finnish","kulkurilapsi/heitteille jätetty","#noun #medieval"
"English","waif and stray","Finnish","irtolainen ja harhaileva","#noun #medieval"
"English","wails","Finnish","valitukset/ulvonnat","#noun #medieval"
"English","waist","Finnish","vyötärö","#noun #medieval"
"English","wall","Finnish","muuri","#noun #medieval"
"English","walrus tusks","Finnish","mursun torahampaat","#noun #medieval"
"English","wanton","Finnish","himoitsematon","#adjective #medieval"
"English","wantonness","Finnish","hillittömyys/irstaus","#noun #medieval"
"English","warhorse","Finnish","sotaratsu","#noun #medieval"
"English","wary","Finnish","varovainen","#adjective #medieval"
"English","watermill","Finnish","vesimylly","#noun #medieval"
"English","wattle","Finnish","punos (puu- tai korkkikoriste)","#noun #medieval"
"English","wattle-and-daub","Finnish","punos ja savi (wattle-and-daub - seinärakenne)","#noun #architecture"
"English","We are hogging it","Finnish","Huijaamme sitä","#phrase #adjective #fantasy_literature"
"English","welter","Finnish","sekasorto","#noun #medieval"
"English","wench","Finnish","tyttö/tytär/nuori","#noun #medieval"
"English","what scruff is this","Finnish","mikä peli tämä on","#phrase #adjective #fantasy_literature"
"English","wheezed lengthly","Finnish","köhisi pitkään","#phrase #adjective #fantasy_literature"
"English","whence","Finnish","mistä","#adverb #medieval"
"English","wherry","Finnish","pieni soutuvene","#noun #medieval"
"English","whine","Finnish","kitistä","#verb #medieval"
"English","whinny","Finnish","hirnunta","#verb #medieval"
"English","whir","Finnish","hurina/surina","#noun #medieval"
"English","whiskers","Finnish","viikset","#noun #medieval"
"English","whither","Finnish","minne","#adverb #medieval"
"English","wholesome","Finnish","terveellinen","#adjective #medieval"
"English","whorl","Finnish","kierre/kihara","#noun #medieval"
"English","wide berth","Finnish","suuri etäisyys","#noun #medieval"
"English","will be quartered","Finnish","tultaisiin raadelluksi neljään osaan","#phrase #adjective #fantasy_literature"
"English","wilted petal","Finnish","nuutunut terälehti","#noun #medieval"
"English","wimple","Finnish","wimple (naisten päähine, joka peittää kaulan ja hartiat)","#noun #medieval"
"English","windmill","Finnish","tuulimylly","#noun #medieval"
"English","windowsill","Finnish","ikkunalauta","#noun #medieval"
"English","wiping blood off the fuller","Finnish","puhdistaa verta fullerista (fuller - miekan keskiosa terän vahvistamiseksi)","#phrase #adjective #fantasy_literature"
"English","wiseacre","Finnish","betterwisser/viisastelija","#noun #medieval"
"English","wisps","Finnish","suortuvat","#noun #medieval"
"English","with a guttural snort","Finnish","kurkkuäänisellä pärskäyksellä","#phrase #adjective #fantasy_literature"
"English","with a howl","Finnish","ulvahduksella","#phrase #adjective #fantasy_literature"
"English","with bandy legs set aside","Finnish","jalat sivuun asetettuina","#phrase #adjective #fantasy_literature"
"English","with bandy legs set wide","Finnish","leveälle asetetut pyöreät jalat","#phrase #adjective #fantasy_literature"
"English","with its failing pincers","Finnish","heikentyneillä pihdeillään","#phrase #adjective #fantasy_literature"
"English","with relish","Finnish","mielellään","#phrase #adjective #fantasy_literature"
"English","with sparse bristles","Finnish","harvoilla karvoilla","#phrase #description #appearance"
"English","wither","Finnish","kuihtua","#verb #medieval"
"English","withered","Finnish","kuihtunut","#adjective #medieval"
"English","woebegone","Finnish","surullinen","#adjective #medieval"
"English","woeful","Finnish","surkea/murheellinen","#adjective #medieval"
"English","wont","Finnish","tottumus/tapa","#noun #medieval"
"English","woo her away","Finnish","kosia hänet pois/vietellä mukaansa","#phrase #adjective #fantasy_literature"
"English","woodcock","Finnish","lehtokurppa/lehtokurki (lintu)","#noun #medieval"
"English","wormwood ","Finnish","kärsimys/kivikorjaus","#noun #medieval"
"English","wrangle","Finnish","kiista","#verb #medieval"
"English","wrath","Finnish","viha","#noun #medieval"
"English","wreak","Finnish","saada aikaan/tehdä/aiheuttaa","#verb #medieval"
"English","wreaks havoc","Finnish","aiheuttaa tuhoa","#phrase #adjective #fantasy_literature"
"English","wrested","Finnish","painivat","#verb #medieval"
"English","wretched","Finnish","onneton","#adjective #medieval"
"English","wriggling","Finnish","vääntyä/kiemurrella","#adjective #medieval"
"English","writ","Finnish","kirje/oikeudenkäyntikutsu","#noun #medieval"
"English","writhe","Finnish","vääntyä/kääntyä","#verb #medieval"
"English","yarn","Finnish","juttu/tarina (varsinkin liioiteltu)","#noun #medieval"
"English","yew bow","Finnish","iiriskaarna","#noun #medieval"
"English","yoke","Finnish","yoke (laite eläinten yhdistämiseen vetotehtävässä)","#noun #medieval"
"English","yoked up","Finnish","yhdistetty vetotehtävään","#phrase #adjective #fantasy_literature"
"English","yokel","Finnish","maalainen/hölmö/kyläjätkä/juntti","#noun #medieval"
"English","yonder","Finnish","tuolla/tuonne","#adverb #medieval"
"English","you are solven","Finnish","olet ratkaisukeskeinen","#adjective #medieval"
"English","you were lax","Finnish","olit laiska","#adjective #medieval"
"English","zephyr","Finnish","tuulenhenkäys/lempeä tuuli","#noun #medieval"
"English","zest","Finnish","innostus","#noun #medieval"
"English","zodiac","Finnish","eläinradan merkki","#noun #medieval"
"English","zymurgy","Finnish","sakkafysiikka (hiivan ja käymisprosessien tutkimus)","#noun #medieval"
"English","conceit","Finnish","ylpeys","#noun #medieval"
"English","rustler","Finnish","karkurit","#noun #medieval"
"English","flailed","Finnish","heilutti jäsentään","#verb #medieval"
"English","loins","Finnish","kupeet/lantio","#noun #medieval"
"English","elucidation","Finnish","selvennys","#noun #medieval"
"English","trudging","Finnish","kävely/tarpominen","#verb #medieval"
"English","beckoned","Finnish","käski","#verb #medieval"
"English","candour","Finnish","rehellisyys","#noun #medieval"
"English","aforementioned","Finnish","edellä mainittu","#adjective #medieval"
"English","candour","Finnish","rehellisyys","#noun #medieval"
"English","evinced","Finnish","näkyvissä oleva","#adjective #medieval"
"English","confabulations","Finnish","keskustelut/puheenvaihdot","#noun #medieval"
"English","exasperated","Finnish","ärtyneet","#adjective #medieval"
"English","coiffure","Finnish","kampaus","#noun #medieval"
"English","bouffant","Finnish","pöyhistetty/tuuhea/pullea/pumpullinen","#adjective #medieval"
"English","flightiness","Finnish","kepeys/kepeäpäinen","#noun #medieval"
"English","distraught","Finnish","mielenvahingoittunut/levoton mieli","#adjective #medieval"
"English","furtively","Finnish","salaisesti/piilossa","#adverb #medieval"
"English","reprimanded","Finnish","kärsitti/nuhteli","#verb #medieval"
"English","intercede to","Finnish","puuttua jonkun puolelle/puolustaa","#verb #medieval"
"English","milliner","Finnish","hattumestari","#noun #medieval"
"English","grunted","Finnish","murisee/nörisee/grunisee/pörisee","#verb #medieval"
"English","stifling a shout","Finnish","tukahduttaa huuto/pidättää huutoa","#verb #medieval"
"English","milliner","Finnish","hattukauppias/hattujen valmistaja/hattumestari","#noun #medieval"
"English","factotum","Finnish","monitoimihenkilö/yleismies/kaiken tekijä","#noun #medieval"
"English","sentries","Finnish","vartijat/vahdit","#noun #medieval"
"English","doubloons","Finnish","doubloonit (kultaraha)","#noun #medieval"
"English","sterlets","Finnish","sterletit (sampi)","#noun #medieval"
"English","truffles","Finnish","tryffelit","#noun #medieval"
"English","discerned","Finnish","havaitsi/tajusi","#verb #medieval"
"English","expletives","Finnish","kirosanat","#noun #medieval"
"English","scorn","Finnish","halveksunta","#noun #medieval"
"English","rasped","Finnish","hiottu/raaputettu","#adjective #medieval"
"English","choral","Finnish","kuoro-","#adjective #medieval"
"English","dutifully","Finnish","velvollisuudella","#adverb #medieval"
"English","ineffectually","Finnish","tehottomasti","#adverb #medieval"
"English","homespun capes","Finnish","kotikutoiset viitat","#noun #medieval"
"English","braziers","Finnish","hiiligrillit","#noun #medieval"
"English","conspicious","Finnish","huomiota herättävä","#adjective #medieval"
"English","to grope","Finnish","käydä käsiksi/kaatuilla (to grope his/her way)","#verb #medieval"
"English","dextrous","Finnish","taitava","#adjective #medieval"
"English","dexterous tug","Finnish","taitava vetäminen","#noun #medieval"
"English","sagged","Finnish","valahti/notkua/painua/roikkua","#adjective #medieval"
"English","smothered","Finnish","tukahdutti","#verb #medieval"
"English","misericord","Finnish","armotuoli/kirkon penkki jossa on taitettava istuin","#noun #medieval"
"English","grazed","Finnish","raaputettu","#adjective #medieval"
"English","profusely","Finnish","runsaasti","#adverb #medieval"
"English","vacant","Finnish","tyhjä","#adjective #medieval"
"English","whisk","Finnish","vispata/pyöräyttää","#verb #medieval"
"English","minnows","Finnish","pikku kala","#noun #medieval"
"English","nightjar","Finnish","kehrääjä/yökäki","#noun #medieval"
"English","behest","Finnish","käsky","#noun #medieval"
"English","warders","Finnish","vartijat","#noun #medieval"
"English","beset","Finnish","ahdistettu/ympäröidä","#verb #medieval"
"English","cudgel","Finnish","nuija","#noun #medieval"
"English","seclusion","Finnish","eristys","#noun #medieval"
"English","groin","Finnish","nivuset","#noun #medieval"
"English","shears were affixed","Finnish","sakset olivat kiinnitetty","#phrase #adjective #medieval"
"English","bullwhip","Finnish","ruoska","#noun #medieval"
"English","swooning","Finnish","pyörtyminen","#verb #medieval"
"English","makeshift dressing","Finnish","väliaikainen sidonta/haavansidonta","#phrase #adjective #medieval"
"English","emerged","Finnish","ilmestyi","#verb #medieval"
"English","mallards","Finnish","sinisorsat","#noun #medieval"
"English","tenebrous","Finnish","synkkä/pimeä","#adjective #medieval"
"English","gloomy","Finnish","synkkä","#adjective #medieval"
"English","tussocks","Finnish","mätäs/ruohoalueet","#noun #medieval"
"English","osiers","Finnish","pajut","#noun #medieval"
"English","snoopers","Finnish","tarkkailijat","#noun #medieval"
"English","narks","Finnish","ilmiantajat","#noun #medieval"
"English","sifted","Finnish","seulottu","#adjective #medieval"
"English","sifted through the goods","Finnish","seuloi tavarat läpi","#phrase #adjective #medieval"
"English","candyfloss","Finnish","karkkikuitu","#noun #medieval"
"English","nibbled","Finnish","nakerteli/nakerreltu","#verb #medieval"
"English","dumbstruck","Finnish","mykistynyt","#adjective #medieval"
"English","feverishly","Finnish","kuumeisesti","#adverb #medieval"
"English","oakum","Finnish","täytteinen/tiivisteaine (laivojen laudoitusten tiivistämiseen käytetty materiaali)","#noun #nautical"
"English","with glee","Finnish","ilolla","#adverb #medieval"
"English","beanpole","Finnish","palkki","#noun #medieval"
"English","cooing","Finnish","kujerrus/kohinaa/pehmeää ääntä","#verb #medieval"
"English","cavader","Finnish","ruumiskasaa","#noun #medieval"
"English","thaler","Finnish","taler (hopeakolikot)","#noun #medieval"
"English","wicker trap","Finnish","pajuloukku","#noun #medieval"
"English","the rushes with sticks","Finnish","ruokoja tikkujen kanssa","#phrase #adjective #medieval"
"English","brood","Finnish","murehtia","#verb #medieval"
"English","sulk","Finnish","mököttää","#verb #medieval"
"English","bluntly","Finnish","suoraan","#adverb #medieval"
"English","rooks","Finnish","varikset","#noun #medieval"
"English","the rooks would be pecking out your eyes","Finnish","varikset nokkisivat silmiäsi","#phrase #adjective #medieval"
"English","deadpan","Finnish","ilmeetön/kivikasvoinen","#adjective #medieval"
"English","penance","Finnish","rangaistus","#noun #medieval"
"English","expiation","Finnish","sovitus/pahoitusten kunnioittaminen","#noun #medieval"
"English","tiddlers","Finnish","pikku kala","#noun #medieval"
"English","skewer","Finnish","varras","#noun #food_and_drink"
"English","demurred","Finnish","epäili/epäilevä/vastusti","#verb #medieval"
"English","weatherfish","Finnish","tuulikala","#noun #fish"
"English","roach","Finnish","lahna","#noun #fish"
"English","ruff","Finnish","säyne","#noun #fish"
"English","silver bream","Finnish","happi","#noun #fish"
"English","chub, roach, ruff and silver bream","Finnish","turpa, lahna, säyne ja happi","#noun #fish"
"English","tiddlers gutted","Finnish","perattuja iddlereitä","#phrase #adjective #medieval"
"English","fingerlings","Finnish","pikku kala","#noun #medieval"
"English","skimmed off","Finnish","kuorittu pois/poistettu pinnalta","#verb #medieval"
"English","broth","Finnish","liemi","#noun #food_and_drink"
"English","simmer","Finnish","kiehua hiljalleen/kyteä","#verb #medieval"
"English","pouting","Finnish","mököttäminen/murehtiminen","#verb #medieval"
"English","wan beauty","Finnish","kalpea kauneus","#noun #medieval"
"English","the wan beauty with ebony hair","Finnish","kalpea kauneus eebenpuuhiuksineen","#phrase #adjective #medieval"
"English","discreet","Finnish","hienovarainen","#adjective #medieval"
"English","admonished","Finnish","varoittanut/kehoitti","#verb #medieval"
"English","stifling a burp","Finnish","tukahduttaa röyhtäyksen","#phrase #adjective #medieval"
"English","stride","Finnish","astella/askel/harppaus","#verb #medieval"
"English","tactfully","Finnish","hienovaraisesti","#adverb #medieval"
"English","twaddle","Finnish","löllöttää","#verb #medieval"
"English","to strain","Finnish","kiristää/venyttää","#verb #medieval"
"English","to strain his grey matters","Finnish","rasittaakseen harmaita aivosolujaan","#phrase #adjective #medieval"
"English","lippy","Finnish","suunsoittoinen/ärsyttävä","#adjective #medieval"
"English","from pangs","Finnish","tuskista","#preposition #medieval"
"English","doughtly","Finnish","rohkeasti","#adverb #medieval"
"English","to malign","Finnish","mustamaalata","#verb #medieval"
"English","merciless","Finnish","armoton","#adjective #medieval"
"English","carriage","Finnish","kärryt/vaunu/kuljetus","#noun #medieval"
"English","thuggish","Finnish","röyhkeä/väkivaltainen","#adjective #medieval"
"English","unbosom","Finnish","avata sydämeni/paljastaa sydämensä","#verb #medieval"
"English","embroiled in","Finnish","sekaantunut johonkin/kiinni jossakin","#verb #medieval"
"English","ocelots","Finnish","oselotit/pienet leopardit","#noun #medieval"
"English","langourous","Finnish","velto / unelias","#adjective #medieval"
"English","vermillion-red","Finnish","karmiininpunainen","#adjective #medieval"
"English","enigma","Finnish","arvoitus","#noun #medieval"
"English","figurine","Finnish","pienoispatsas","#noun #medieval"
"English","dubious","Finnish","epäilyttävä / epävarma","#adjective #medieval"
"English","naiad","Finnish","naiadi (vesinymfi)","#noun #medieval"
"English","pavement","Finnish","jalkakäytävä / katu","#noun #medieval"
"English","grimoire","Finnish","loitsukirja / grimuaari","#noun #medieval"
"English","squirn","Finnish","kieriskely / väännellä itseään","#verb #medieval"
"English","maundered","Finnish","puhua sekavasti / jaaritella","#verb #medieval"
"English","perfunctorily","Finnish","pinnallisesti / välinpitämättömästi","#adverb #medieval"
"English","lissome","Finnish","notkea / ketterä","#adjective #medieval"
"English","threnody","Finnish","valituslaulu / surulaulu","#noun #medieval"
"English","cantankerous","Finnish","kiukkuinen / äreä","#adjective #medieval"
"English","splutter","Finnish","pärskiä / sopertaa","#verb #medieval"
"English","I just peed in it","Finnish","pissasin siihen juuri","#phrase #adjective #medieval"
"English","degradation","Finnish","rappeutuminen / alennustila","#noun #medieval"
"English","depredation","Finnish","ryöstely / hävitys/tuhoaminen","#noun #medieval"
"English","wrung out","Finnish","väännetty kuivaksi / uupunut","#verb #medieval"
"English","sceptre","Finnish","valtikka","#noun #medieval"
"English","lamely","Finnish","kankeasti / ontuvasti","#adverb #medieval"
"English","a sound of thrashing","Finnish","räiskintä ääni/räiske","#phrase #adjective #fantasy_literature"
"English","expedite","Finnish","nopeuttaa / jouduttaa","#verb #medieval"
"English","succinctly","Finnish","napakasti / ytimekkäästi","#adverb #medieval"
"English","fervid","Finnish","kiihkeä / hehkuva","#adjective #medieval"
"English","animosities","Finnish","vihamielisyydet","#noun #medieval"
"English","omnipotent","Finnish","kaikkivaltias","#adjective #medieval"
"English","untrammelled","Finnish","rajoittamaton / esteetön","#adjective #medieval"
"English","sequinned","Finnish","paljetein koristeltu","#adjective #medieval"
"English","sequinned pubic mounds","Finnish","paljetein koristellut häpykummut","#phrase #adjective"
"English","hashish","Finnish","hasis","#noun #medieval"
"English","gowns","Finnish","puvut / kaavut","#noun #medieval"
"English","auburn","Finnish","kastanjanruskea","#adjective #medieval"
"English","adroitly","Finnish","taitavasti/ketterästi","#adverb #medieval"
"English","discerned","Finnish","havaitsi / erotti","#verb #medieval"
"English","bubbly","Finnish","kupliva / pirteä","#adjective #medieval"
"English","a yen for","Finnish","halu / kaipuu johonkin","#phrase #medieval"
"English","amber","Finnish","meripihka / meripihkanvärinen","#noun #medieval"
"English","forestalled","Finnish","esti / ehkäisi ennalta","#verb #medieval"
"English","disconcerted","Finnish","hämmentynyt / vaivaantunut","#adjective #medieval"
"English","statutory","Finnish","lakisääteinen/lainmukainen","#adjective #medieval"
"English","oscillating scales","Finnish","heiluvat vaa'at / värähtelevät asteikot","#noun #medieval"
"English","coinage","Finnish","kolikot / rahajärjestelmä","#noun #medieval"
"English","ephemera","Finnish","hetkelliset asiat / lyhytikäiset esineet","#noun #medieval"
"English","wag","Finnish","heiluttaa / heilutus","#verb #medieval"
"English","tottering","Finnish","hoiperteleva","#adjective #medieval"
"English","lofty task","Finnish","vaativa tehtävä / ylevä tehtävä","#phrase #medieval"
"English","derision","Finnish","pilkka / ivailu","#noun #medieval"
"English","astrolabe","Finnish","astrolaabi/tähtitieteellinen mittalaite","#noun #medieval"
"English","aplomb","Finnish","varmuus / itsehillintä","#noun #medieval"
"English","sycophants","Finnish","mielistelijät","#noun #medieval"
"English","staunch","Finnish","luja / uskollinen","#adjective #medieval"
"English","guipure","Finnish","guipure-pitsi","#noun #medieval"
"English","brooch","Finnish","rintaneula","#noun #medieval"
"English","looking at the rig","Finnish","katsoen varustusta / laitteistoa","#phrase #looking #rig"
"English","snot","Finnish","räkä/vintiö/kakara","#noun #medieval"
"English","curtsy","Finnish","niiaus","#noun #medieval"
"English","bodice","Finnish","pukuyläosa / liivi","#noun #medieval"
"English","dallying","Finnish","leikkiminen / viivyttely","#noun #medieval"
"English","vied with","Finnish","kilpaili jonkun kanssa","#verb #medieval"
"English","conjecture","Finnish","arvelu / oletus","#noun #medieval"
"English","hardy","Finnish","sitkeä / karaistunut","#adjective #medieval"
"English","atrophied","Finnish","surkastunut","#adjective #medieval"
"English","cursorily","Finnish","pikaisesti / pintapuolisesti","#adverb #medieval"
"English","evocative motif","Finnish","mieleenpainuva / herättelevä motiivi","#phrase #adjective"
"English","deranged hermit","Finnish","häiriintynyt erakko","#phrase #adjective"
"English","insurrectionary","Finnish","kapinallinen","#adjective #medieval"
"English","interpersed","Finnish","lomittain / siroteltu","#verb #medieval"
"English","groans","Finnish","voihkaukset / valitukset","#noun #medieval"
"English","irascible","Finnish","kiivas / äkkipikainen","#adjective #medieval"
"English","attentively","Finnish","tarkkaavaisesti","#adverb #medieval"
"English","tallow","Finnish","talja / talikynttilä/rasva","#noun #medieval"
"English","latent, quiescent","Finnish","piilevä, lepotilassa","#adjective #medieval"
"English","beguiled","Finnish","hurmattu / lumottu","#verb #medieval"
"English","astutely","Finnish","terävästi / ovelasti","#adverb #medieval"
"English","permutations","Finnish","muunnelmat / permutaatiot","#noun #medieval"
"English","hutch","Finnish","jänisaitaus / häkki","#noun #medieval"
"English","morganatic","Finnish","morganinen (epätasavertainen avioliitto)","#adjective #medieval"
"English","contraceptive","Finnish","ehkäisyväline / ehkäisevä","#noun #medieval"
"English","is apt","Finnish","on taipuvainen / on altis","#verb #medieval"
"English","blunt","Finnish","tylsä / tylppä","#adjective #medieval"
"English","duped","Finnish","huijattu","#verb #medieval"
"English","milksop","Finnish","pehmeä / arka","#adjective #medieval"
"English","predicament","Finnish","pulma / hankala tilanne","#noun #medieval"
"English","garroted","Finnish","kuristettu","#verb #medieval"
"English","faeces","Finnish","uloste","#noun #medieval"
"English","gutter","Finnish","ojikko / kouru","#noun #medieval"
"English","enmity","Finnish","vihamielisyys","#noun #medieval"
"English","chievous","Finnish","päättäväinen","#adjective #medieval"
"English","twisting the occationally bard","Finnish","kiertäen satunnaisesti bardia","#phrase #twisting #bard"
"English","platitudes","Finnish","latteudet/tylsät toteamukset","#noun #medieval"
"English","unobtrusive","Finnish","huomaamaton","#adjective #medieval"
"English","riotous","Finnish","levoton / mellakointi-","#adjective #medieval"
"English","grumble","Finnish","nurina / mutina","#noun #medieval"
"English","chore","Finnish","askare / puuha","#noun #medieval"
"English","kasha","Finnish","hirssi- tai tattaripuuro","#noun #medieval"
"English","woe","Finnish","murhe / tuska","#noun #medieval"
"English","to wend","Finnish","suunnistaa / kulkea","#verb #medieval"
"English","tetchy","Finnish","äksy / äreä","#adjective #medieval"
"English","bugle","Finnish","torvi / pasuuna","#noun #medieval"
"English","bucking","Finnish","pukittaminen (hevonen) / vastustaminen","#verb #medieval"
"English","mien","Finnish","olemuksen ilme / habitus","#noun #medieval"
"English","accoutrement","Finnish","varuste / asuste","#noun #medieval"
"English","brambles","Finnish","karhunvatukat / orjantappurat","#noun #medieval"
"English","tortous eloquence","Finnish","kiertelevä / mutkikas puhetaito","#phrase #eloquence"
"English","sepulchral","Finnish","hautamainen / synkkä","#adjective #medieval"
"English","sated","Finnish","tyydyttänyt/tyydytetty/kyllästynyt","#adjective #medieval"
"English","fletchings","Finnish","nuolen sulitus","#noun #medieval"
"English","confide in","Finnish","uskoutua","#verb #medieval"
"English","of my peers","Finnish","vertaisistani","#phrase #peer"
"English","revelries","Finnish","juhlintaa","#phrase #party"
"English","frolics","Finnish","ilottelua","#phrase #play"
"English","shindigs","Finnish","juhlat / bileet","#phrase #party"
"English","to revels","Finnish","iloitella / juhlia","#phrase #party"
"English","placatingly","Finnish","lepyttävästi","#phrase #comforting"
"English","unequivocally","Finnish","yksiselitteisesti / ehdottomasti","#phrase #clearly"
"English","seeping away","Finnish","hiipuen pois / valuen pois","#phrase #leaking"
"English","repellent","Finnish","inhottava / torjuva","#phrase #repulsive"
"English","aversion","Finnish","inhon tunne / vastenmielisyys","#noun #medieval"
"English","dubious","Finnish","epäilyttävä / kyseenalainen","#adjective #medieval"
"English","corvine","Finnish","varislintuinen / variksen kaltainen","#adjective #medieval"
"English","tetotaller","Finnish","raittiusmies / raittiusnainen","#noun #medieval"
"English","veneration","Finnish","kunnioitus / palvonta","#noun #medieval"
"English","succumbs","Finnish","antaa periksi / sortuu","#verb #medieval"
"English","pun","Finnish","sanaleikki","#noun #medieval"
"English","cadaver","Finnish","ruumis/ruumiskasa","#noun #medieval"
"English","forgive the pun","Finnish","anna sanaleikki anteeksi","#phrase #apology"
"English","impervious to the derision","Finnish","immuuni/vastustuskykyinen pilkalle","#phrase #resilience"
"English","aberration","Finnish","poikkeama","#noun #medieval"
"English","heliophilia","Finnish","auringonpalvonta / auringon rakastaminen","#noun #medieval"
"English","diurnal","Finnish","päiväaktiivinen","#adjective #medieval"
"English","invigorating","Finnish","virkistävä","#adjective #medieval"
"English","primeval","Finnish","alkukantainen","#adjective #medieval"
"English","procreation","Finnish","lisääntyminen","#noun #medieval"
"English","humping","Finnish","parittelu / jyystö (ark.)","#verb #medieval"
"English","pyres","Finnish","rovio(t)","#noun #medieval"
"English","exquisite","Finnish","hienostunut / upea","#adjective #medieval"
"English","surmise","Finnish","arvella / otaksua","#verb #medieval"
"English","countenance","Finnish","ilme /kasvot/ hyväksyntä","#noun #medieval"
"English","cavalcade","Finnish","kulkue","#noun #medieval"
"English","sappers","Finnish","pioneerisotilaat","#noun #medieval"
"English","cedars","Finnish","setrit/seetripuut","#noun #medieval"
"English","sycamores","Finnish","plataanit/sykomoorit/sykomooripuut","#noun #medieval"
"English","shrivelled bog","Finnish","kutistunut suo","#phrase #nature"
"English","tussocks of grass","Finnish","heinämättäät","#phrase #nature"
"English","morsels","Finnish","suupalat","#phrase #food"
"English","eccentric","Finnish","eksentrinen / omituinen","#adjective #medieval"
"English","in the bosom of primordial","Finnish","alkukantaisen helmassa","#phrase #mythology"
"English","codswallop","Finnish","pötypuhe","#phrase #slang"
"English","mistletoe wreathes","Finnish","mistelin seppeleet","#phrase #christmas"
"English","mesh of","Finnish","verkosto / kudelma / verkkosilmän koko","#phrase #nature"
"English","environs","Finnish","lähialueet / ympäristö","#phrase #geography"
"English","busker","Finnish","katumuusikko","#phrase #music"
"English","addled","Finnish","sekaisin / hämmentynyt","#phrase #confusion"
"English","prowling","Finnish","hiiviskely / vaaniminen","#phrase #wildlife"
"English","gauze","Finnish","harso","#phrase #medical"
"English","addled","Finnish","sekaisin / hämmentynyt/samea","#phrase #confusion"
"English","waylaid","Finnish","väijytetty / pysäytetty","#phrase #danger"
"English","Divers ones, sire.","Finnish","Useita, herrani.","#phrase #medieval"
"English","a rhombus","Finnish","vinoneliö","#phrase #geometry"
"English","a lozenge","Finnish","vinoneliö / pastilli (kontekstista)","#phrase #geometry"
"English","preceptor","Finnish","opettaja / ohjaaja","#phrase #education"
"English","subsided","Finnish","laantui / vajosi","#phrase #weather"
"English","dysentery","Finnish","punatauti","#phrase #medical"
"English","panacea","Finnish","ihmelääke / kaikkivoipa lääke","#phrase #medical"
"English","inalienable","Finnish","luovuttamaton","#phrase #law"
"English","unanimity","Finnish","yksimielisyys","#phrase #politics"
"English","belatedly","Finnish","myöhästyneesti","#phrase #time"
"English","preposterous","Finnish","järjetön / mieletön","#phrase #adjective"
"English","deranged","Finnish","häiriintynyt","#phrase #mental_health"
"English","mollycodling","Finnish","hemmottelu / paapominen","#phrase #childhood"
"English","an ogre","Finnish","peikko / hirviö","#phrase #mythology"
"English","breaststroke","Finnish","rintauinti","#phrase #swimming"
"English","indispustable","Finnish","kiistaton / kiistämätön","#phrase #law"
"English","dopey","Finnish","pölhö / tokkurainen","#phrase #adjective"
"English","twitches","Finnish","nykäykset / nykiminen","#phrase #medical"
"English","inane tune","Finnish","typerä sävelmä","#phrase #music"
"English","jetty","Finnish","laituri","#phrase #nautical"
"English","paling","Finnish","aita / paaluaita","#phrase #construction"
"English","hatchet","Finnish","kirves / pieni kirves","#phrase #tools"
"English","high bluff","Finnish","jyrkkä kallio / korkea törmä","#phrase #geography"
"English","bristling","Finnish","pörhöllään / ärhäkkä","#phrase #appearance"
"English","cumbersome","Finnish","kömpelö / hankala","#phrase #physical_state"
"English","fletchings","Finnish","nuolen sulitus","#phrase #archery"
"English","fletched shaft","Finnish","sulilla varustettu nuolivarsi","#phrase #archery"
"English","saxboard","Finnish","laidan yläreuna (laivatermi)","#phrase #nautical"
"English","sagged","Finnish","painui / valahti","#phrase #physical_state"
"English","billowed","Finnish","pullistui / hulmusi","#phrase #physical_state"
"English","salvo of quarrels","Finnish","varsijousen pulttien sarjatuli","#phrase #archery"
"English","pier","Finnish","laituri","#phrase #nautical"
"English","ignominy","Finnish","häpeä / häväistys","#phrase #adjective"
"English","varlets","Finnish","renit / roistot","#phrase #social"
"English","ragtag","Finnish","kirjava / sekalainen joukko","#phrase #social"
"English","indecisively","Finnish","epäröiden","#phrase #adverb"
"English","unsurmountable","Finnish","ylittämätön / voittamaton","#phrase #adjective"
"English","pay homage","Finnish","osoittaa kunnioitusta","#phrase #action"
"English","shirk not away from pain","Finnish","älä väistä kipua","#phrase #advice"
"English","suzerain","Finnish","ylivaltiias / suzeraani","#phrase #social"
"English","cramped","Finnish","ahdas ihmisjoukosta/ kapea / kangerteleva","#phrase #physical_state"
"English","buffoonery","Finnish","narrius / pelleily","#phrase #social"
"English","facetiae","Finnish","vitsit / hauskuudet","#phrase #social"
"English","sophistry","Finnish","sophismi / järkeily / petos","#phrase #adjective"
